order_item_id,order_id,item_type,item_id,quantity
1282,1708,food,1,4
1283,315,book,22,1
1284,750,book,10,2
1285,1963,food,5,1
1286,2134,book,54,2
1287,190,food,4,2
1288,2182,book,31,4
1289,1271,book,36,2
1290,2553,book,17,2
1291,1909,book,31,1
1292,1781,book,30,2
1293,2367,book,58,3
1294,840,food,1,4
1295,1319,book,1,1
1296,2425,food,9,3
1297,605,book,23,1
1298,267,food,6,4
1299,2506,food,3,1
1300,1273,food,4,3
1301,2362,book,48,3
1302,2055,book,33,2
1303,1948,food,5,3
1304,1415,book,41,3
1305,1422,food,1,4
1306,1823,food,4,2
1307,435,book,27,4
1308,375,book,12,3
1309,2895,book,33,1
1310,148,book,1,2
1311,1861,food,7,4
1312,1548,food,6,1
1313,194,food,1,3
1314,900,book,20,2
1315,2311,book,11,1
1316,391,book,43,3
1317,1265,book,18,3
1318,882,book,38,2
1319,1725,book,31,2
1320,736,food,1,4
1321,2539,food,4,3
1322,1577,book,51,3
1323,1808,food,4,1
1324,1771,book,24,3
1325,2365,book,59,3
1326,1199,food,6,3
1327,1235,book,59,3
1328,826,book,35,4
1329,188,book,6,1
1330,20,food,1,3
1331,2411,book,19,3
1332,2383,book,4,1
1333,611,book,29,3
1334,1518,book,60,2
1335,2691,book,33,2
1336,2222,book,23,1
1337,974,book,13,3
1338,2198,food,9,1
1339,502,book,18,2
1340,2458,food,1,3
1341,620,food,7,3
1342,1982,food,4,3
1343,1524,book,31,4
1344,2752,food,4,3
1345,2737,book,49,3
1346,700,food,8,1
1347,1348,book,50,1
1348,2167,book,30,4
1349,2859,food,4,3
1350,2116,book,1,4
1351,1449,book,14,2
1352,753,book,60,2
1353,588,book,12,4
1354,1179,food,6,4
1355,2139,food,5,3
1356,1083,book,47,3
1357,1801,food,1,2
1358,80,food,5,2
1359,506,book,22,1
1360,2655,food,2,4
1361,1647,book,14,3
1362,2277,food,5,3
1363,1698,food,7,3
1364,1154,book,19,1
1365,2666,food,1,2
1366,801,book,13,3
1367,1291,book,29,3
1368,1078,food,2,1
1369,537,food,2,3
1370,2821,food,7,2
1371,1652,book,45,4
1372,1022,book,32,2
1373,2859,food,6,2
1374,86,book,37,1
1375,1363,food,3,3
1376,1199,book,37,3
1377,885,book,13,2
1378,8,food,4,4
1379,974,food,10,1
1380,1366,food,4,2
1381,2025,book,56,2
1382,554,food,9,3
1383,1852,food,1,3
1384,966,book,40,4
1385,1784,food,7,4
1386,56,book,59,1
1387,1664,food,8,1
1388,1086,book,46,4
1389,1195,book,56,3
1390,2946,book,55,4
1391,192,book,49,3
1392,2958,book,11,4
1393,2763,book,58,4
1394,1019,food,1,3
1395,24,book,55,3
1396,2292,food,5,1
1397,239,book,49,4
1398,502,food,4,1
1399,1456,book,6,4
1400,249,book,37,2
1401,1523,food,6,3
1402,1679,food,8,4
1403,1709,food,7,1
1404,1352,book,57,2
1405,898,food,1,2
1406,609,book,60,1
1407,78,book,37,2
1408,21,food,8,4
1409,2882,book,44,2
1410,420,book,25,4
1411,2784,book,31,4
1412,1157,book,37,2
1413,2970,book,14,1
1414,19,food,2,1
1415,1821,book,21,4
1416,897,food,10,3
1417,885,food,1,2
1418,604,book,43,1
1419,601,food,8,4
1420,37,book,4,4
1421,863,food,5,1
1422,930,food,9,4
1423,138,book,4,4
1424,458,book,58,2
1425,2179,book,1,2
1426,2099,food,8,2
1427,2051,book,54,4
1428,1187,book,5,3
1429,880,food,7,1
1430,254,book,27,4
1431,382,food,8,2
1432,1700,food,6,1
1433,889,food,2,2
1434,689,book,46,1
1435,316,food,2,3
1436,148,food,1,1
1437,683,food,9,3
1438,10,food,5,4
1439,2563,food,3,1
1440,114,food,8,4
1441,1432,food,6,1
1442,1563,book,44,4
1443,1785,book,41,3
1444,2361,food,7,1
1445,1849,food,7,1
1446,2484,food,1,3
1447,2970,food,6,2
1448,381,food,4,2
1449,1302,book,47,2
1450,2114,book,34,3
1451,325,book,49,4
1452,542,book,33,4
1453,901,food,1,1
1454,2173,food,3,1
1455,1600,food,2,4
1456,423,book,57,4
1457,2897,book,19,4
1458,2828,food,7,1
1459,2046,food,3,1
1460,1867,food,8,4
1461,2495,food,3,4
1462,2673,food,1,4
1463,1110,book,53,1
1464,863,food,6,3
1465,649,food,5,2
1466,2433,book,4,3
1467,2490,book,31,4
1468,2629,food,10,2
1469,2162,food,7,4
1470,1069,book,32,3
1471,1105,food,6,2
1472,838,book,33,4
1473,2669,book,30,2
1474,2718,food,7,3
1475,1556,book,13,4
1476,1430,food,6,4
1477,2720,food,5,3
1478,2847,book,39,2
1479,706,food,9,4
1480,1510,book,7,1
1481,1752,food,8,4
1482,2949,book,48,1
1483,2339,book,2,3
1484,38,book,53,1
1485,2787,food,6,3
1486,2290,food,8,4
1487,2641,book,20,4
1488,2974,food,5,1
1489,2564,book,21,2
1490,848,book,51,1
1491,519,book,44,3
1492,908,food,9,1
1493,1797,food,3,3
1494,783,book,38,1
1495,2552,food,6,2
1496,1518,food,7,2
1497,1367,food,1,3
1498,481,food,1,1
1499,1272,food,10,3
1500,1382,book,17,3
1501,1336,food,2,3
1502,2245,book,28,2
1503,1470,book,50,3
1504,2936,book,38,3
1505,1376,food,3,3
1506,2601,book,31,2
1507,2116,food,3,1
1508,2804,food,3,1
1509,2967,book,20,1
1510,756,book,10,3
1511,959,food,2,4
1512,602,food,5,3
1513,806,book,38,2
1514,76,book,24,2
1515,2076,food,6,2
1516,2020,book,40,1
1517,2786,food,4,2
1518,1431,book,60,4
1519,113,food,1,2
1520,2551,book,44,2
1521,2093,book,2,1
1522,578,book,38,1
1523,2092,book,10,1
1524,1513,book,54,2
1525,1799,book,32,3
1526,1416,book,25,3
1527,274,book,25,4
1528,137,book,60,2
1529,362,book,29,1
1530,768,book,37,4
1531,730,book,47,2
1532,2497,food,3,2
1533,2989,book,56,2
1534,1394,food,2,2
1535,136,food,4,1
1536,510,book,13,4
1537,1354,book,57,4
1538,538,food,2,2
1539,2888,book,37,1
1540,2866,food,6,4
1541,527,food,4,1
1542,423,book,5,3
1543,1174,food,9,2
1544,2894,food,6,2
1545,1606,food,4,1
1546,2381,food,7,4
1547,996,food,3,1
1548,1880,food,8,4
1549,1971,book,30,4
1550,2239,book,25,3
1551,133,book,49,3
1552,784,book,12,2
1553,1210,food,1,3
1554,2190,food,3,1
1555,761,food,2,3
1556,1167,food,6,3
1557,1831,book,9,4
1558,1603,food,10,3
1559,2948,book,12,1
1560,289,book,9,2
1561,90,food,7,4
1562,2355,book,2,3
1563,48,food,2,2
1564,677,book,11,3
1565,1967,book,18,3
1566,1784,food,8,3
1567,1911,food,6,2
1568,1596,book,46,1
1569,2636,book,46,3
1570,103,food,2,3
1571,2703,food,3,4
1572,1355,food,3,3
1573,301,food,4,1
1574,818,book,50,2
1575,92,food,5,1
1576,1592,food,6,1
1577,1677,book,1,1
1578,2103,food,9,3
1579,1867,food,4,2
1580,1692,food,2,2
1581,2310,book,47,2
1582,290,food,5,4
1583,1882,food,8,1
1584,979,book,54,3
1585,2426,book,41,3
1586,1835,food,3,2
1587,95,book,29,3
1588,665,book,6,4
1589,1503,book,7,4
1590,970,food,6,2
1591,67,book,45,3
1592,118,book,6,3
1593,1734,book,36,3
1594,24,book,38,3
1595,1048,book,47,3
1596,2033,book,35,2
1597,1253,book,21,4
1598,2419,food,5,2
1599,26,food,8,4
1600,2180,food,9,3
1601,1230,book,19,1
1602,520,book,6,2
1603,1296,food,5,1
1604,1015,book,12,3
1605,1889,food,6,1
1606,1503,book,9,3
1607,854,food,10,2
1608,2727,book,30,2
1609,2829,book,28,4
1610,371,book,37,2
1611,1264,food,5,2
1612,2786,book,9,1
1613,1496,book,34,2
1614,1565,food,4,4
1615,881,book,17,4
1616,226,food,3,4
1617,544,food,1,2
1618,2533,book,5,4
1619,1704,book,3,2
1620,2595,book,35,1
1621,1413,book,20,4
1622,456,food,5,2
1623,1776,book,6,2
1624,1233,food,9,4
1625,781,food,7,2
1626,357,book,33,1
1627,606,book,29,2
1628,1995,food,4,3
1629,544,food,6,2
1630,2583,food,3,2
1631,2127,food,2,3
1632,434,book,9,3
1633,211,food,7,1
1634,2193,book,24,1
1635,430,book,34,4
1636,2138,book,57,1
1637,2268,book,38,4
1638,2701,food,6,1
1639,1249,food,10,2
1640,1012,food,8,2
1641,744,food,9,2
1642,334,book,46,4
1643,2459,book,6,2
1644,283,book,29,1
1645,2556,food,2,1
1646,2743,food,7,3
1647,2812,book,56,2
1648,1752,food,7,1
1649,2049,food,2,1
1650,2539,book,34,1
1651,2445,food,5,1
1652,436,book,9,4
1653,1446,book,49,3
1654,308,food,2,4
1655,2105,food,10,1
1656,509,book,44,4
1657,2281,book,34,1
1658,629,food,7,4
1659,1464,book,2,2
1660,1546,book,20,2
1661,2675,book,45,2
1662,768,food,7,2
1663,1093,food,2,1
1664,2008,food,10,1
1665,2846,book,19,3
1666,1419,food,3,4
1667,2915,food,3,4
1668,2006,food,7,4
1669,716,food,10,1
1670,879,book,24,4
1671,1264,food,10,3
1672,1376,book,41,1
1673,2907,book,57,4
1674,298,food,8,3
1675,1012,food,9,1
1676,990,food,4,4
1677,1064,food,5,1
1678,2735,book,12,3
1679,1962,food,8,3
1680,2324,food,10,2
1681,397,book,35,2
1682,518,book,26,4
1683,2173,food,3,1
1684,1862,food,7,1
1685,2098,book,27,2
1686,411,food,6,3
1687,1035,food,8,3
1688,2131,food,7,4
1689,1080,food,5,3
1690,2535,book,7,1
1691,511,book,10,2
1692,2879,food,1,1
1693,2791,book,30,3
1694,303,food,7,4
1695,1769,book,49,3
1696,623,food,6,1
1697,465,food,1,3
1698,1234,food,5,4
1699,2830,food,6,4
1700,1342,food,1,3
1701,1587,food,10,2
1702,1195,book,18,3
1703,2245,book,49,2
1704,502,book,45,3
1705,992,food,5,2
1706,1128,food,5,2
1707,859,book,50,1
1708,2961,food,9,3
1709,820,food,10,2
1710,1774,book,48,1
1711,1760,food,4,2
1712,1872,book,18,1
1713,1963,book,51,4
1714,1167,food,10,2
1715,2575,food,9,1
1716,577,food,3,4
1717,2283,food,2,3
1718,2078,book,3,4
1719,327,food,10,2
1720,1167,book,6,4
1721,953,food,10,2
1722,2863,food,7,1
1723,1349,food,3,3
1724,1233,book,30,3
1725,205,food,1,1
1726,1886,book,5,3
1727,2600,food,7,4
1728,140,food,8,3
1729,215,food,2,3
1730,2535,food,6,3
1731,1183,food,10,4
1732,1969,book,45,2
1733,80,food,9,3
1734,1804,book,34,4
1735,2304,book,43,4
1736,685,book,15,3
1737,672,food,7,4
1738,2962,book,8,2
1739,250,food,9,1
1740,779,food,9,3
1741,619,book,7,3
1742,1103,food,6,3
1743,2115,book,56,4
1744,1442,food,10,2
1745,2730,book,52,3
1746,1579,book,25,3
1747,53,book,8,3
1748,1979,food,6,3
1749,1843,book,43,3
1750,485,book,48,3
1751,25,book,6,1
1752,2830,food,7,3
1753,206,food,2,3
1754,238,food,4,4
1755,1734,book,27,4
1756,1939,food,10,2
1757,681,food,10,2
1758,2950,food,10,2
1759,941,book,32,3
1760,855,food,2,1
1761,553,book,20,1
1762,1859,food,7,3
1763,2981,food,1,1
1764,2073,book,32,2
1765,1947,food,10,2
1766,1398,food,9,2
1767,117,food,8,1
1768,1249,book,43,4
1769,1742,book,4,3
1770,2476,food,4,4
1771,2547,book,36,2
1772,155,book,49,3
1773,167,book,29,3
1774,557,food,5,1
1775,1717,book,41,2
1776,1764,food,10,2
1777,523,book,58,2
1778,2970,book,42,3
1779,2613,food,2,1
1780,439,food,1,3
1781,1920,book,58,1
1782,1834,food,9,4
1783,1516,book,34,4
1784,951,food,5,1
1785,1589,book,9,2
1786,1043,book,3,1
1787,1991,book,27,1
1788,2429,food,9,2
1789,1052,book,11,3
1790,2989,food,10,1
1791,2384,book,34,2
1792,1151,food,1,2
1793,2311,book,3,1
1794,2595,book,50,3
1795,392,food,4,3
1796,515,food,3,2
1797,1437,food,10,4
1798,138,book,38,2
1799,145,book,17,1
1800,259,food,10,3
1801,1430,food,5,4
1802,2830,book,55,2
1803,353,food,2,4
1804,1073,book,35,2
1805,1639,book,37,4
1806,1745,food,5,2
1807,2188,book,44,3
1808,1323,book,4,4
1809,725,book,17,1
1810,1343,food,4,3
1811,2757,book,9,2
1812,2068,food,4,4
1813,1891,book,1,3
1814,2173,book,48,1
1815,2221,food,10,1
1816,855,food,1,1
1817,2129,food,1,2
1818,629,book,41,2
1819,59,book,44,4
1820,331,food,3,2
1821,586,book,51,2
1822,976,food,4,4
1823,2775,book,24,1
1824,1616,food,9,1
1825,2340,book,54,1
1826,2752,book,32,3
1827,1095,food,5,2
1828,1527,food,9,4
1829,704,book,21,3
1830,641,food,10,4
1831,2505,food,5,4
1832,1873,book,49,4
1833,1256,food,10,1
1834,2979,food,9,2
1835,110,food,7,1
1836,2299,book,39,1
1837,228,food,9,4
1838,2029,food,4,2
1839,1638,book,1,3
1840,220,food,1,3
1841,2459,book,6,1
1842,1313,food,4,2
1843,2119,book,28,1
1844,1249,book,45,3
1845,2619,food,10,1
1846,583,food,7,4
1847,1859,food,4,2
1848,31,book,14,3
1849,2514,food,3,2
1850,818,food,5,1
1851,2163,food,2,3
1852,837,food,3,1
1853,293,food,8,4
1854,1971,food,9,1
1855,1395,food,6,2
1856,2709,food,3,2
1857,2172,food,10,1
1858,804,food,5,2
1859,1684,food,10,2
1860,1751,food,7,3
1861,2444,food,2,1
1862,1870,food,7,4
1863,1628,food,4,3
1864,437,book,34,3
1865,1283,book,3,2
1866,2739,food,10,2
1867,549,food,3,3
1868,302,food,2,2
1869,1605,book,28,1
1870,2448,book,49,1
1871,1712,food,1,3
1872,1499,book,20,4
1873,2789,book,20,2
1874,126,book,16,1
1875,1446,book,33,3
1876,1226,book,10,4
1877,344,food,4,4
1878,205,book,3,2
1879,2159,book,13,1
1880,726,book,9,2
1881,2567,food,7,2
1882,1120,book,9,2
1883,687,food,9,4
1884,674,food,6,4
1885,2020,food,8,3
1886,2006,food,6,3
1887,1167,food,8,1
1888,1862,food,4,4
1889,345,book,21,3
1890,77,book,4,1
1891,2065,food,8,3
1892,968,food,8,4
1893,16,food,9,1
1894,790,book,26,3
1895,2413,book,1,2
1896,1887,food,3,2
1897,184,book,50,1
1898,262,book,4,1
1899,2237,book,28,1
1900,2275,book,34,3
1901,546,food,9,4
1902,1273,book,39,4
1903,1455,book,14,2
1904,1384,food,10,1
1905,367,book,19,3
1906,2794,book,35,1
1907,1507,book,13,2
1908,2673,book,40,3
1909,1829,book,2,2
1910,827,book,25,4
1911,2828,food,10,4
1912,160,food,5,2
1913,2267,food,2,2
1914,1678,book,36,4
1915,1346,food,10,4
1916,2189,food,1,4
1917,337,book,33,3
1918,1782,book,44,1
1919,2109,book,11,3
1920,184,food,3,3
1921,2723,book,41,2
1922,511,food,6,3
1923,682,food,9,2
1924,611,food,1,3
1925,313,food,4,2
1926,2341,food,5,3
1927,2122,book,60,4
1928,1538,food,2,2
1929,736,food,8,1
1930,1601,food,10,2
1931,754,food,4,4
1932,486,food,4,3
1933,142,food,2,1
1934,591,food,9,4
1935,826,book,43,4
1936,1401,book,44,1
1937,2395,book,55,2
1938,2622,book,36,2
1939,1633,food,8,2
1940,260,food,6,1
1941,89,book,27,2
1942,1689,book,59,4
1943,457,book,34,1
1944,1347,book,60,4
1945,1577,food,9,1
1946,1982,book,40,4
1947,2051,book,9,4
1948,2975,food,9,3
1949,701,book,57,2
1950,2538,food,3,4
1951,366,food,7,4
1952,1268,food,4,4
1953,2678,food,2,3
1954,48,food,9,3
1955,2988,food,8,1
1956,997,book,59,4
1957,643,book,3,4
1958,386,book,52,3
1959,1612,book,7,1
1960,485,food,6,1
1961,1720,book,17,4
1962,990,book,38,3
1963,2833,food,8,1
1964,177,food,1,3
1965,8,food,6,1
1966,1651,book,44,3
1967,208,book,23,4
1968,1813,book,54,1
1969,670,food,2,3
1970,2966,book,43,4
1971,1528,book,17,4
1972,1297,food,9,4
1973,1839,book,32,3
1974,1704,food,7,3
1975,2397,food,8,4
1976,290,food,6,3
1977,967,book,8,4
1978,1520,book,45,3
1979,2110,food,2,2
1980,2568,food,10,3
1981,6,book,50,1
1982,64,food,4,2
1983,2830,food,5,1
1984,2686,book,58,3
1985,1913,book,5,1
1986,904,food,4,1
1987,1742,food,10,3
1988,1459,book,26,1
1989,1970,food,3,3
1990,1789,food,7,3
1991,1796,book,34,3
1992,264,food,7,1
1993,274,food,7,3
1994,912,food,2,4
1995,2423,book,54,2
1996,1315,book,58,3
1997,1490,book,41,2
1998,2327,book,23,3
1999,1702,food,7,2
2000,2756,food,9,4
2001,767,book,28,4
2002,1900,book,38,4
2003,1535,food,9,1
2004,2038,food,1,1
2005,2419,food,9,4
2006,1570,book,55,1
2007,881,book,26,3
2008,407,book,23,2
2009,800,book,51,4
2010,1918,food,1,3
2011,1259,book,1,2
2012,1651,book,32,3
2013,1548,book,5,1
2014,983,food,7,3
2015,464,food,10,1
2016,1951,book,51,2
2017,2035,book,52,1
2018,319,book,58,4
2019,2676,book,17,4
2020,1488,book,26,4
2021,1305,food,10,2
2022,2829,food,9,2
2023,2725,book,32,2
2024,1753,book,13,1
2025,2506,food,10,4
2026,2623,food,2,1
2027,1242,book,1,4
2028,2266,book,28,1
2029,2017,book,13,4
2030,2004,book,33,2
2031,2067,book,33,3
2032,424,book,55,4
2033,2328,book,59,4
2034,1463,book,46,2
2035,2218,book,19,4
2036,2472,food,6,1
2037,1129,book,15,4
2038,539,food,5,3
2039,2555,food,9,1
2040,2722,book,29,4
2041,2826,book,42,3
2042,1918,book,35,1
2043,2740,food,8,4
2044,13,book,54,2
2045,497,book,9,3
2046,1507,food,6,2
2047,486,book,22,1
2048,1638,food,3,4
2049,1965,book,29,4
2050,2524,book,60,2
2051,1308,food,10,4
2052,2290,food,3,4
2053,2078,food,8,3
2054,603,food,5,1
2055,2183,book,20,3
2056,2521,book,8,1
2057,2015,food,5,2
2058,1890,book,54,4
2059,1801,food,3,3
2060,290,food,6,1
2061,2694,book,20,4
2062,1149,food,10,3
2063,1399,food,10,4
2064,560,food,8,1
2065,575,book,57,1
2066,1776,food,9,3
2067,27,book,30,4
2068,2050,book,18,2
2069,398,book,13,2
2070,479,book,34,2
2071,2940,food,1,4
2072,1472,food,7,3
2073,2158,book,10,2
2074,2658,food,7,1
2075,883,book,6,1
2076,1352,book,13,1
2077,1972,book,26,3
2078,1424,book,55,2
2079,2631,book,2,1
2080,1838,book,52,2
2081,2987,book,36,3
2082,710,food,8,4
2083,52,book,37,1
2084,2070,food,10,3
2085,807,book,37,2
2086,1705,food,2,4
2087,2239,book,26,1
2088,2791,book,2,3
2089,2004,food,3,2
2090,772,food,4,2
2091,908,food,10,3
2092,688,book,17,4
2093,1715,food,7,4
2094,386,food,5,3
2095,2964,food,6,3
2096,2268,book,10,2
2097,2461,food,3,3
2098,553,food,1,3
2099,255,book,59,4
2100,103,book,20,3
2101,1006,book,5,1
2102,1379,book,10,1
2103,972,book,19,3
2104,2433,food,6,2
2105,993,book,46,4
2106,134,book,16,4
2107,969,book,13,2
2108,797,book,41,3
2109,902,book,25,1
2110,1314,book,33,3
2111,2371,food,6,2
2112,2868,food,3,4
2113,869,book,16,4
2114,2708,book,38,1
2115,2921,food,4,1
2116,1001,book,40,4
2117,267,food,9,1
2118,1496,book,7,1
2119,1753,food,10,1
2120,280,book,29,3
2121,544,food,4,4
2122,1506,food,1,4
2123,2316,book,26,3
2124,1401,food,1,3
2125,494,book,14,2
2126,2972,food,9,3
2127,1742,food,6,4
2128,1767,food,4,1
2129,2625,food,8,4
2130,2669,book,44,3
2131,247,food,3,4
2132,268,food,9,2
2133,1689,book,32,4
2134,2674,book,60,3
2135,2976,book,57,3
2136,2701,book,32,3
2137,2783,food,4,3
2138,1419,book,33,3
2139,2075,food,6,3
2140,1629,book,7,1
2141,1966,book,44,3
2142,625,book,51,1
2143,1942,book,5,4
2144,71,book,48,1
2145,2627,food,3,4
2146,1311,food,1,1
2147,323,food,7,2
2148,1478,book,51,1
2149,1887,book,34,2
2150,2658,book,19,3
2151,991,book,50,2
2152,1780,food,7,2
2153,2729,book,28,1
2154,2852,food,1,4
2155,2921,book,34,2
2156,821,book,1,1
2157,351,food,9,2
2158,2310,book,10,2
2159,60,book,10,1
2160,2202,book,9,1
2161,2657,food,7,1
2162,1300,food,9,2
2163,1107,food,6,1
2164,760,book,32,2
2165,340,book,47,2
2166,2025,book,51,3
2167,2468,book,14,3
2168,2434,food,2,3
2169,636,book,38,1
2170,2919,food,5,1
2171,874,food,3,1
2172,1781,book,45,4
2173,1813,book,22,4
2174,993,book,41,2
2175,28,food,1,4
2176,699,food,8,4
2177,124,food,4,2
2178,957,book,48,4
2179,2677,book,3,3
2180,566,book,49,2
2181,1884,book,45,3
2182,2383,food,4,3
2183,1810,food,6,2
2184,962,food,10,2
2185,435,book,8,1
2186,1869,book,38,3
2187,1745,food,2,3
2188,1474,book,27,3
2189,921,book,39,1
2190,2866,book,23,3
2191,2911,book,2,4
2192,2872,book,27,2
2193,2150,book,60,1
2194,2433,book,39,2
2195,782,food,10,4
2196,291,food,4,3
2197,942,book,22,1
2198,1905,food,10,3
2199,2818,book,19,2
2200,1372,food,5,2
2201,2011,book,39,2
2202,2771,book,21,1
2203,277,food,3,4
2204,1510,book,52,4
2205,1618,food,7,1
2206,1211,food,2,3
2207,868,book,42,1
2208,1277,food,1,3
2209,674,book,23,2
2210,2014,book,6,2
2211,2029,food,2,1
2212,1421,book,26,1
2213,39,food,1,3
2214,2811,food,10,1
2215,1129,food,4,1
2216,1087,book,53,1
2217,544,book,53,3
2218,2496,book,47,4
2219,2843,book,16,1
2220,808,food,10,4
2221,574,food,5,2
2222,273,book,35,4
2223,2520,food,4,2
2224,603,food,2,3
2225,1717,book,12,3
2226,1516,book,32,2
2227,1889,book,27,2
2228,885,book,49,1
2229,1025,food,3,1
2230,2322,book,52,4
2231,301,food,6,4
2232,1000,food,1,3
2233,1394,book,53,3
2234,2188,food,1,3
2235,2096,food,8,2
2236,1902,book,36,1
2237,2963,food,7,4
2238,1690,book,51,4
2239,1808,book,22,2
2240,2999,book,60,2
2241,233,book,34,4
2242,119,food,6,4
2243,288,food,7,2
2244,2199,food,1,1
2245,2537,food,5,1
2246,1709,book,59,2
2247,1562,food,2,2
2248,1818,food,7,1
2249,1829,food,2,2
2250,2665,book,47,4
2251,39,book,41,2
2252,1905,book,7,3
2253,291,book,12,2
2254,31,food,6,3
2255,1619,food,5,2
2256,2383,book,40,1
2257,864,book,36,2
2258,2295,food,6,1
2259,2704,book,10,1
2260,2236,food,3,2
2261,1118,food,9,1
2262,2017,book,27,3
2263,1526,book,19,3
2264,108,book,22,3
2265,282,book,17,3
2266,2382,food,6,2
2267,995,book,9,4
2268,400,food,1,2
2269,388,food,9,1
2270,2518,food,2,2
2271,1001,book,5,4
2272,1656,book,60,2
2273,1191,book,12,2
2274,1082,food,3,3
2275,1390,book,15,3
2276,2003,book,54,3
2277,2928,book,25,1
2278,879,book,1,3
2279,752,food,4,3
2280,1960,food,3,1
2281,2884,food,10,2
2282,2142,food,6,3
2283,1594,food,6,3
2284,2945,book,23,2
2285,1089,book,4,1
2286,1142,food,2,2
2287,299,food,1,4
2288,775,book,31,1
2289,1715,food,7,2
2290,664,book,35,3
2291,1164,book,38,4
2292,1621,book,30,3
2293,790,food,4,2
2294,1177,food,4,1
2295,2484,food,4,2
2296,2852,food,8,2
2297,1476,food,9,3
2298,101,food,9,4
2299,405,food,4,2
2300,1916,food,6,1
2301,789,food,4,1
2302,841,book,42,1
2303,2254,book,42,3
2304,1541,book,51,4
2305,1108,food,8,1
2306,2915,food,9,3
2307,2133,book,22,1
2308,2653,food,1,4
2309,1806,book,23,4
2310,731,food,9,4
2311,87,book,9,2
2312,1181,food,4,4
2313,2878,book,20,2
2314,1811,food,3,3
2315,2341,food,4,1
2316,535,book,47,2
2317,2619,book,46,2
2318,2383,book,11,1
2319,764,food,6,2
2320,1690,book,11,4
2321,1856,book,8,2
2322,518,book,23,1
2323,1102,food,2,4
2324,1888,book,47,4
2325,2598,food,5,4
2326,1533,food,4,4
2327,2529,book,32,3
2328,1589,food,10,3
2329,1750,book,37,3
2330,2752,food,2,2
2331,1833,book,24,1
2332,2228,food,6,4
2333,1256,book,13,4
2334,708,food,3,1
2335,1404,book,21,1
2336,1371,book,15,3
2337,318,food,10,4
2338,2973,book,55,2
2339,2461,book,43,2
2340,1438,food,3,2
2341,112,food,6,3
2342,942,book,21,1
2343,1274,book,42,2
2344,146,book,31,3
2345,1074,food,10,3
2346,1933,book,1,1
2347,1314,book,24,3
2348,204,book,1,4
2349,2361,food,6,4
2350,2765,book,6,2
2351,516,book,52,4
2352,55,book,51,2
2353,1958,food,7,2
2354,712,food,9,3
2355,1583,book,42,3
2356,115,food,7,2
2357,359,book,13,4
2358,63,book,32,4
2359,506,book,29,2
2360,758,food,7,2
2361,874,book,38,3
2362,1464,food,6,1
2363,401,food,4,1
2364,262,food,9,3
2365,2892,food,2,1
2366,1582,book,28,1
2367,193,book,13,3
2368,1744,food,5,1
2369,254,book,17,4
2370,1009,book,44,2
2371,2089,food,8,3
2372,2107,food,8,4
2373,341,book,5,3
2374,1965,food,6,4
2375,2961,book,18,2
2376,375,food,7,2
2377,2657,book,52,3
2378,2150,food,6,1
2379,43,food,3,2
2380,1030,book,40,1
2381,1792,food,5,3
2382,803,food,10,2
2383,526,book,42,1
2384,1893,book,31,4
2385,2497,food,9,1
2386,2845,book,17,2
2387,1697,book,43,3
2388,326,food,10,2
2389,2276,book,1,3
2390,1468,book,16,4
2391,2749,book,35,4
2392,1862,food,8,4
2393,1604,book,57,2
2394,921,book,25,3
2395,2852,food,1,4
2396,2524,food,9,3
2397,317,book,51,4
2398,1673,food,6,3
2399,1142,food,5,4
2400,400,book,41,1
2401,2073,book,21,1
2402,451,food,9,4
2403,2432,book,10,2
2404,1600,book,40,2
2405,2066,book,44,1
2406,582,book,17,2
2407,2577,book,46,2
2408,313,book,46,3
2409,37,book,60,1
2410,714,food,2,2
2411,2332,food,4,1
2412,2639,book,48,2
2413,1498,book,38,4
2414,2860,food,3,2
2415,2665,food,6,4
2416,827,food,9,4
2417,1673,book,43,1
2418,2372,food,3,4
2419,1961,food,5,3
2420,621,food,6,4
2421,2933,food,9,3
2422,852,book,52,3
2423,2550,food,9,2
2424,2504,book,52,4
2425,1140,book,18,2
2426,2468,book,36,2
2427,1028,food,10,2
2428,1131,food,10,4
2429,856,book,30,3
2430,1653,book,37,2
2431,1619,book,54,3
2432,554,food,9,3
2433,1216,book,31,1
2434,1864,food,6,1
2435,1071,book,59,2
2436,2636,book,22,2
2437,165,book,36,4
2438,1466,food,10,4
2439,182,book,47,4
2440,1298,food,8,2
2441,724,food,9,2
2442,254,food,8,3
2443,1785,book,31,4
2444,722,food,5,4
2445,1731,book,33,2
2446,885,book,47,3
2447,438,food,9,2
2448,2508,food,9,1
2449,586,book,32,4
2450,1401,book,30,4
2451,1804,food,5,1
2452,2523,food,2,4
2453,733,food,7,1
2454,913,food,4,4
2455,764,book,48,1
2456,351,book,53,1
2457,298,book,9,2
2458,71,book,7,3
2459,1349,book,51,2
2460,315,book,56,4
2461,1165,book,26,2
2462,2446,food,2,3
2463,740,food,5,4
2464,2985,book,4,3
2465,962,food,5,3
2466,2180,food,2,1
2467,2059,food,10,3
2468,915,book,1,4
2469,787,food,1,1
2470,1686,food,1,1
2471,1734,book,39,2
2472,2207,book,24,3
2473,546,book,25,1
2474,1895,food,8,4
2475,130,food,1,3
2476,1423,food,4,2
2477,875,book,14,1
2478,2085,book,6,2
2479,2346,book,14,4
2480,358,book,46,2
2481,457,food,1,2
